,DNI,DHI,GHI,albedo,GpoaF,GpoaR,sunalt,sunazi
2020-03-14 08:00:00,512.3,32.9,110.6,0.228,183.5333337,7.315016688,0.27127701066447774,-1.0678506151754168
2020-03-14 09:00:00,718.0,50.7,251.5,0.228,425.0333349,24.37174993,0.3903293122121426,-0.8213810336458449
2020-03-14 10:00:00,816.5,61.2,381.6,0.228,595.8000004,37.65550008,0.4836467330664867,-0.5514561695209275
2020-03-14 11:00:00,875.1,65.6,484.8,0.228,746.2000052,43.83358353,0.5418234064327843,-0.2586965798521974
2020-03-14 12:00:00,895.1,70.6,545.3,0.228,863.8500005,47.96783325,0.557599248696936,0.04750689183622203
2020-03-14 13:00:00,886.7,77.3,559.1,0.228,885.9166632,49.61075001,0.5287901602435167,0.35118448637923994
2020-03-14 14:00:00,874.3,73.2,524.3,0.228,833.1499994,48.07674998,0.4593488437309881,0.6377869436553576
2020-03-14 15:00:00,835.6,75.8,453.6,0.228,716.8333312,45.29033329,0.35752536267217966,0.9006044343670725
2020-03-14 16:00:00,758.9,63.9,333.4,0.228,525.2999991,34.82466688,0.23288316126239894,1.141105960257888
2020-03-14 17:00:00,518.4,64.6,186.9,0.228,282.2166661,20.86991664,0.09530753393019385,1.365870429987452
2020-03-15 07:00:00,13.2,11.5,11.8,0.228,7.233333411,-0.688183334,0.1424243940714124,-1.2989419034434606
2020-03-15 08:00:00,0.5,61.4,61.3,0.228,61.88333323,6.873525025,0.27784138875997305,-1.0702601382009038
2020-03-15 09:00:00,0.8,100.3,100.4,0.228,103.6000005,10.47004166,0.3970885863382861,-0.8232475690330734
2020-03-15 10:00:00,2.4,103.4,104.4,0.228,98.08333336,9.936016677,0.49057132914270213,-0.5524257994041775
2020-03-15 11:00:00,0.3,81.0,81.2,0.228,78.60000059,7.017633337,0.548803269232429,-0.2584347822097275
2020-03-15 12:00:00,0.6,158.8,159.3,0.228,152.7333339,17.62933334,0.5644423888606975,0.049160109591612766
2020-03-15 13:00:00,0.5,174.6,175.2,0.228,165.3166659,19.27316659,0.5352866633570664,0.3541273052296492
2020-03-15 14:00:00,0.4,140.8,141.3,0.228,134.9166666,14.35638332,0.4654119229482048,0.6416702977503861
2020-03-15 15:00:00,0.4,115.5,115.8,0.228,107.9833332,11.72303334,0.3631462937902644,0.9050016989150222
2020-03-15 16:00:00,0.3,67.2,67.2,0.228,60.41666695,5.9469,0.2381351475789702,1.1458377433369202
2020-03-15 17:00:00,0.3,58.5,58.4,0.228,55.01666671,4.89825001,0.10019610447378942,1.3707185689317285
2020-03-16 06:00:00,0.0,0.0,0.0,0.228,0.0,-2.699576901,0.006060266793660014,-1.5203466152356009
2020-03-16 07:00:00,0.2,6.0,5.8,0.228,2.13333339,-1.925616662,0.14879469975713341,-1.3016859484906897
2020-03-16 08:00:00,0.2,31.4,31.1,0.228,29.15000012,1.42894167,0.28442370430232256,-1.0727035991536957
2020-03-16 09:00:00,486.0,81.5,229.4,0.228,353.7500007,23.26879163,0.4038677340050233,-0.8250995553556573
2020-03-16 10:00:00,596.6,112.1,348.4,0.228,483.8500015,35.28574998,0.49751434437664566,-0.553405122846093
2020-03-16 11:00:00,70.7,200.2,235.6,0.228,238.6500003,21.86199989,0.5557908884498022,-0.25815358872328
2020-03-16 12:00:00,1.0,165.1,166.0,0.228,165.8666657,17.59583339,0.5712821380242554,0.05085695534231549
2020-03-16 13:00:00,3.8,224.4,227.3,0.228,216.4333344,24.7534167,0.5418069233687955,0.35711860583602073
2020-03-16 14:00:00,0.4,165.8,166.5,0.228,152.083334,15.76499993,0.4714774243333575,0.6455778997047128
2020-03-16 15:00:00,0.3,126.9,126.9,0.228,117.2666669,14.72183336,0.3687725570637468,0.909486226434912
2020-03-16 16:00:00,0.3,134.9,134.9,0.228,126.1000001,15.19616664,0.24340022334133288,1.1505695246706242
2020-03-16 17:00:00,9.9,119.5,121.4,0.228,121.6000006,12.7800917,0.1051505599749174,1.3755909487539846
2020-03-17 06:00:00,0.0,0.0,0.0,0.228,0.0,-1.525218755,0.01259477864046211,-1.523187623271155
2020-03-17 07:00:00,0.2,10.1,10.0,0.228,6.216666717,-0.961591668,0.15521217942360768,-1.3043815135272863
2020-03-17 08:00:00,0.3,44.6,44.5,0.228,45.30000004,3.994558327,0.2910273510842571,-1.0751228192285067
2020-03-17 09:00:00,110.1,126.9,164.9,0.228,212.0,18.05474163,0.4106614275948126,-0.8269903298755374
2020-03-17 10:00:00,36.9,189.5,204.4,0.228,213.2166665,21.17035828,0.5044670591033743,-0.5543602054100285
2020-03-17 11:00:00,9.0,256.7,262.8,0.228,292.1833334,27.21724989,0.5627911129586323,-0.25786270167816694
2020-03-17 12:00:00,81.2,343.0,391.7,0.228,480.4000005,39.13908345,0.5781393443200575,0.052607131373643146
2020-03-17 13:00:00,18.5,328.2,341.9,0.228,360.2000006,35.28933336,0.5483068204496088,0.36013899584503495
2020-03-17 14:00:00,4.6,283.1,287.2,0.228,297.0166666,30.10900005,0.47753275044897087,0.6495291296543519
2020-03-17 15:00:00,4.5,180.2,183.1,0.228,177.5666664,18.40108332,0.37438475996477494,0.9139901463081221
2020-03-17 16:00:00,58.3,178.1,199.3,0.228,227.7500007,22.35424995,0.248647849127301,1.1553497895056184
2020-03-17 17:00:00,33.7,96.9,106.5,0.228,115.4500008,9.678375004,0.11009352771890844,1.3804778689142392
2020-03-18 06:00:00,0.0,0.0,0.0,0.228,0.0,-2.146666653,0.019039701689561934,-1.5260189356536484
2020-03-18 07:00:00,0.2,10.3,10.2,0.228,7.200000088,-1.102474996,0.16160619313828886,-1.3071255585745154
2020-03-18 08:00:00,0.7,29.8,29.8,0.228,28.8666666,1.835125009,0.2976183936219327,-1.077537190778656
2020-03-18 09:00:00,0.3,78.2,78.3,0.228,74.28333356,7.797316684,0.41744591265293535,-0.8288374659281295
2020-03-18 10:00:00,0.3,101.7,101.8,0.228,94.20000042,10.83369167,0.5114178314531783,-0.5552861968259903
2020-03-18 11:00:00,0.3,72.1,72.2,0.228,65.45000027,6.655066665,0.5697855204595983,-0.25753787670574946
2020-03-18 12:00:00,0.3,75.6,75.8,0.228,69.88333346,6.926891651,0.5849747350474073,0.05411005533648616
2020-03-18 13:00:00,0.2,50.2,50.4,0.228,46.28333347,3.925041659,0.554802839408824,0.3631884735113631
2020-03-18 14:00:00,0.2,44.7,44.8,0.228,41.90000004,3.003849999,0.48357643486940777,0.6535433851886094
2020-03-18 15:00:00,0.4,101.4,101.5,0.228,93.58333349,10.39644171,0.379979510620481,0.9185134585346502
2020-03-18 16:00:00,0.2,42.9,42.7,0.228,36.58333343,4.254691676,0.2538814115737554,1.160144594678612
2020-03-18 17:00:00,0.2,45.7,45.6,0.228,41.38333367,3.528091669,0.11501874947866436,1.3853890316978035
2020-03-19 06:00:00,0.0,0.0,0.0,0.228,0.0,-1.860142853,0.02553072673818854,-1.5288550949900073
2020-03-19 07:00:00,0.2,14.4,14.2,0.228,7.53333334,-0.770783333,0.16803613113949692,-1.3098405142191012
2020-03-19 08:00:00,281.2,53.2,110.2,0.228,159.216667,9.190099982,0.304223977544804,-1.0799758049521153
2020-03-19 09:00:00,512.0,103.2,265.2,0.228,387.9666666,27.28241658,0.4242454218543249,-0.8306894592320302
2020-03-19 10:00:00,600.9,157.0,415.3,0.228,594.0166714,42.43091648,0.5183739396235715,-0.5562461296599168
2020-03-19 11:00:00,678.6,155.8,504.6,0.228,731.9833318,47.55308334,0.5767857461901588,-0.25710639117208345
2020-03-19 12:00:00,801.4,116.4,568.3,0.228,890.8833375,56.61116638,0.5918266056971532,0.05626262749883626
2020-03-19 13:00:00,855.0,94.0,586.4,0.228,907.4000001,57.70108341,0.5613012808850409,0.36629128145831524
2020-03-19 14:00:00,845.5,94.0,557.0,0.228,860.3833318,55.39458338,0.48961091163084275,0.6575624909928588
2020-03-19 15:00:00,782.2,90.9,467.9,0.228,710.6333286,46.56350001,0.3855635946964633,0.9230658601638213
2020-03-19 16:00:00,679.8,115.4,374.9,0.228,540.1999995,40.01116665,0.2591067332736137,1.1649781880489014
2020-03-19 17:00:00,338.6,100.5,183.6,0.228,250.2833349,19.89859172,0.11996530230347205,1.390319585089359
2020-03-20 06:00:00,0.0,0.0,0.0,0.228,0.0,-2.194083343,0.03199503603195481,-1.5316670146701161
2020-03-20 07:00:00,0.2,18.7,18.5,0.228,12.46666672,-0.044024999,0.17446301568717834,-1.312545776305022
2020-03-20 08:00:00,82.6,68.4,87.1,0.228,106.1166664,9.053225009,0.3108276241522058,-1.0823853279776023
2020-03-20 09:00:00,185.9,163.2,218.9,0.228,270.100001,24.03533337,0.43104299496197557,-0.8325414438092849
2020-03-20 10:00:00,23.8,215.2,226.4,0.228,242.3833345,24.43475,0.5253348926534354,-0.5571672742965466
2020-03-20 11:00:00,43.1,229.1,253.3,0.228,266.7166683,26.49158333,0.583781121650728,-0.2567912615036603
2020-03-20 12:00:00,43.0,259.4,285.6,0.228,298.4000002,30.25141667,0.5986615082559111,0.057872210277598146
2020-03-20 13:00:00,566.9,218.4,548.4,0.228,796.1666668,56.9313335,0.5677793627464677,0.36943772263656705
2020-03-20 14:00:00,250.2,231.1,367.4,0.228,495.8666675,38.84916662,0.4956322985974207,0.6616349270777313
2020-03-20 15:00:00,822.1,82.1,475.8,0.228,724.233333,52.92041682,0.39113992183111806,0.9276958259702806
2020-03-20 16:00:00,817.6,60.0,374.8,0.228,563.0833328,43.54124993,0.2643281780736044,1.1698069311491999
2020-03-20 17:00:00,711.2,49.8,237.7,0.228,347.5166666,29.25391684,0.1249065716675682,1.3952452934469095
2020-03-21 06:00:00,0.0,0.0,0.0,0.228,0.0,-1.62298077,0.03847879056251616,-1.5344837828748867
2020-03-21 07:00:00,290.3,16.4,40.3,0.228,30.90000002,1.81146666,0.18090939015208418,-1.3152558834249457
2020-03-21 08:00:00,628.4,35.8,157.7,0.228,294.183332,16.36421661,0.3174463008369937,-1.0847900042237564
2020-03-21 09:00:00,781.8,49.8,301.9,0.228,480.2166621,35.09441656,0.4378434766608244,-0.8344370668538272
2020-03-21 10:00:00,860.8,58.0,432.4,0.228,648.4333356,46.72974987,0.5322948784218277,-0.5581175100811491
2020-03-21 11:00:00,902.0,62.1,532.8,0.228,809.616667,53.3371665,0.5907818308374914,-0.2565294621158616
2020-03-21 12:00:00,928.3,63.2,593.6,0.228,909.9166681,57.9349165,0.6055012591647982,0.05977267835614386
2020-03-21 13:00:00,927.4,66.0,606.9,0.228,928.4500023,58.92766673,0.5742555022309698,0.3725987058981466
2020-03-21 14:00:00,918.4,64.8,574.4,0.228,875.7833342,58.0510835,0.5016435033131426,0.6657461461239129
2020-03-21 15:00:00,893.7,60.9,496.8,0.228,753.3166657,52.86600005,0.396697825095656,0.932301556134747
2020-03-21 16:00:00,843.5,55.2,384.5,0.228,572.7333352,43.42099986,0.2695307111839523,1.1746550683481454
2020-03-21 17:00:00,740.4,46.0,245.3,0.228,354.0499983,29.96499991,0.1298443042964679,1.4001855456331178
2020-03-22 06:00:00,0.0,0.0,0.0,0.228,0.0,-1.133310341,0.04491037528187344,-1.537276308805413
2020-03-22 07:00:00,291.1,17.1,41.8,0.228,26.49999992,3.220625011,0.1873468405739915,-1.317961143765537
2020-03-22 08:00:00,637.6,37.5,165.0,0.228,248.216669,16.4418,0.32405818993632085,-1.0872334651765487
2020-03-22 09:00:00,789.1,51.3,310.7,0.228,455.5000017,35.89016668,0.4446342630556786,-0.836303600495726
2020-03-22 10:00:00,853.5,63.3,439.8,0.228,655.9999992,47.82050002,0.5392466222218933,-0.5590532002917645
2020-03-22 11:00:00,803.4,104.0,526.1,0.228,726.6166622,47.17967482,0.597768966075063,-0.25608828302353004
2020-03-22 12:00:00,500.3,243.7,530.8,0.228,777.2500053,60.36716677,0.6123235616680873,0.061677994959351334
2020-03-22 13:00:00,486.8,246.2,533.7,0.228,702.6833333,56.02108342,0.5807151600477466,0.3757790850037037
2020-03-22 14:00:00,281.9,225.8,387.4,0.228,499.2833354,39.5491666,0.5076314359831513,0.6698379728167754
2020-03-22 15:00:00,243.4,227.4,344.8,0.228,468.85,38.79408341,0.4022387593965413,0.9369169816032077
2020-03-22 16:00:00,749.3,89.8,390.2,0.228,553.850001,42.85013317,0.2747211278695669,1.179527444679744
2020-03-22 17:00:00,610.3,63.2,231.6,0.228,326.4999996,25.8016666,0.13477752385298816,1.4051257978193261
2020-03-23 06:00:00,0.0,0.0,0.0,0.228,0.0,-1.949546875,0.05129445266259003,-1.5400591394319445
2020-03-23 07:00:00,173.1,25.3,41.2,0.228,26.90000012,1.787108336,0.19377319035279028,-1.3206518602774713
2020-03-23 08:00:00,495.8,57.5,160.9,0.228,222.2333331,16.34027499,0.33065698976438984,-1.0896478367266975
2020-03-23 09:00:00,678.3,79.4,306.8,0.228,442.4,34.65908337,0.4514206836839417,-0.8381458897689855
2020-03-23 10:00:00,737.0,104.7,435.3,0.228,635.65,46.00716664,0.5461925470942329,-0.5599791934530565
2020-03-23 11:00:00,763.6,126.9,536.4,0.228,782.6000015,52.34533329,0.6047502832575733,-0.2557780036250983
2020-03-23 12:00:00,740.1,143.4,577.6,0.228,868.5500006,52.98424993,0.6191414931687977,0.06357361974922293
2020-03-23 13:00:00,832.8,107.7,605.0,0.228,913.5166725,55.10100021,0.587160272639603,0.37902733647321174
2020-03-23 14:00:00,835.0,97.7,571.6,0.228,857.249999,54.33700015,0.5136048258717006,0.6740219162422294
2020-03-23 15:00:00,822.0,86.2,497.1,0.228,738.5833363,49.29508325,0.40776272979522893,0.9416196787702562
2020-03-23 16:00:00,779.6,73.8,386.6,0.228,563.8833319,40.35449996,0.2798877850390083,1.1844240636346521
2020-03-23 17:00:00,672.0,62.4,250.3,0.228,349.2000021,28.38416672,0.13968621507579942,1.4100902908835158
2020-03-24 06:00:00,0.0,0.0,0.0,0.228,0.033333335,-1.811838238,0.057604250924737053,-1.5428516665842011
2020-03-24 07:00:00,151.3,28.8,44.5,0.228,32.39999988,2.860525013,0.2001945484899283,-1.3233668176673865
2020-03-24 08:00:00,484.7,68.0,171.3,0.228,225.183334,17.80649996,0.3372451244089986,-1.092062210022176
2020-03-24 09:00:00,625.0,98.7,312.8,0.228,443.1666672,35.81650001,0.4581949843968131,-0.840022122205538
2020-03-24 10:00:00,709.6,106.1,430.2,0.228,626.9333333,44.97983343,0.5531210197212499,-0.5609197321883346
2020-03-24 11:00:00,839.3,92.0,547.1,0.228,826.3833324,54.73591706,0.6117233588208227,-0.25533197426277576
2020-03-24 12:00:00,883.2,91.0,612.6,0.228,926.699996,59.20399993,0.6259405164705237,0.06548378487709261
2020-03-24 13:00:00,863.7,107.2,627.6,0.228,934.3166669,61.0607501,0.5935918119803998,0.3823677029299821
2020-03-24 14:00:00,757.6,146.1,580.4,0.228,848.4166692,57.76858343,0.519560277266198,0.6782107064470155
2020-03-24 15:00:00,361.0,229.8,418.7,0.228,547.65,41.60650015,0.4132474241770943,0.9462738854546968
2020-03-24 16:00:00,382.7,158.9,317.7,0.228,441.2999998,31.53350005,0.2850374793534496,1.1893206825895604
2020-03-24 17:00:00,288.7,88.9,176.6,0.228,227.7500002,18.28975837,0.14458501412147623,1.4150353863583973
2020-03-24 18:00:00,206.6,66.7,92.9,0.228,103.1833337,12.10006664,0.0005534629298962786,1.6327797561186763
2020-03-25 06:00:00,0.0,0.0,0.0,0.228,0.06666667,-2.490391896,0.06383774496278316,-1.5456248003359416
2020-03-25 07:00:00,221.0,21.9,44.0,0.228,30.08333337,2.580450004,0.20661110732068916,-1.3260429868600057
2020-03-25 08:00:00,574.2,53.3,179.8,0.228,242.6999991,19.05549998,0.343825016038083,-1.094495973925644
2020-03-25 09:00:00,745.8,66.4,325.9,0.228,464.5833343,37.1541666,0.4649595903292886,-0.841903197930765
2020-03-25 10:00:00,833.5,73.3,457.1,0.228,668.0166692,48.73233347,0.5600451290251371,-0.5618457270949553
2020-03-25 11:00:00,876.5,76.2,555.8,0.228,828.9166679,54.36925027,0.618684313072417,-0.25484716019381537
2020-03-25 12:00:00,899.3,77.1,613.4,0.228,923.4333297,57.74266666,0.6327259691391838,0.06743273645692938
2020-03-25 13:00:00,899.2,78.8,625.5,0.228,940.4499998,57.51299988,0.5999995938994181,0.38555292881487135
2020-03-25 14:00:00,876.5,80.9,588.5,0.228,875.5333344,54.14541686,0.5254929454817058,0.6824188890051208
2020-03-25 15:00:00,832.8,80.2,506.0,0.228,743.3333327,48.31083352,0.4187398779437481,0.9510008200090674
2020-03-25 16:00:00,782.3,72.4,395.0,0.228,566.1833306,39.03191675,0.290172622857917,1.194212453019806
2020-03-25 17:00:00,692.3,58.7,259.6,0.228,354.6166646,27.21283326,0.14947552320227203,1.4200095782172406
2020-03-25 18:00:00,450.5,37.5,111.5,0.228,133.0333336,12.11430834,0.005537540159089026,1.6377248568295464
2020-03-26 06:00:00,0.0,0.0,0.0,0.228,0.38333334,-1.628925005,0.06992720029378771,-1.5484124789635363
2020-03-26 07:00:00,213.9,25.0,51.2,0.228,46.60000031,4.453166666,0.21301792093103886,-1.3287676412992449
2020-03-26 08:00:00,558.6,52.6,182.7,0.228,262.4499997,21.20866663,0.3503952113159752,-1.0969297395744415
2020-03-26 09:00:00,725.5,67.0,326.0,0.228,459.4500005,38.04458329,0.4717115899231097,-0.8437794251313293
2020-03-26 10:00:00,811.8,76.6,457.6,0.228,657.9000016,46.74424998,0.5669595409306344,-0.562795964624887
2020-03-26 11:00:00,847.7,84.3,555.8,0.228,814.9333318,52.6614165,0.6256312085223535,-0.25443022023413553
2020-03-26 12:00:00,873.6,87.3,616.5,0.228,910.650002,57.91383352,0.6394983370744416,0.06937198924211252
2020-03-26 13:00:00,883.7,85.6,631.4,0.228,932.1833352,59.1308334,0.606390892928981,0.38898540851357444
2020-03-26 14:00:00,875.7,81.5,597.1,0.228,876.2833307,56.97399976,0.5314134866259719,0.6866610112358602
2020-03-26 15:00:00,842.7,78.5,516.9,0.228,749.7500022,50.50700007,0.4242080922286846,0.9557229060387762
2020-03-26 16:00:00,783.2,72.0,400.5,0.228,570.0333317,40.72908333,0.2952932265479846,1.199152703460685
2020-03-26 17:00:00,695.0,57.9,263.8,0.228,357.4833329,27.70941663,0.15436123611828337,1.4249837630947653
2020-03-26 18:00:00,499.0,38.7,119.6,0.228,141.7,12.44716669,0.01050945314152709,1.6426554084757718
2020-03-27 06:00:00,0.1,6.0,5.8,0.228,0.43333335,-1.145607147,0.07598698118778395,-1.5511710688866198
2020-03-27 07:00:00,196.1,24.9,46.9,0.228,48.18333377,4.823016666,0.21941552304266215,-1.3314535092865172
2020-03-27 08:00:00,486.9,58.8,172.7,0.228,291.2833326,18.28574995,0.3569445588104851,-1.0993489579039233
2020-03-27 09:00:00,647.1,80.6,314.5,0.228,441.033332,36.63391663,0.4784475937488693,-0.8456459587732286
2020-03-27 10:00:00,732.0,94.3,442.9,0.228,630.9999992,46.82174988,0.5738545617045432,-0.5637316530901733
2020-03-27 11:00:00,774.2,104.6,541.0,0.228,785.2000008,50.91558326,0.6325645293249669,-0.25398419087181257
2020-03-27 12:00:00,783.9,113.4,593.6,0.228,873.2333342,51.98299999,0.6462561515817317,0.07135972552858716
2020-03-27 13:00:00,785.7,118.0,608.1,0.228,884.6833378,52.86366666,0.6127686166130887,0.3923306252403358
2020-03-27 14:00:00,763.7,117.4,570.9,0.228,828.8166682,52.28024998,0.5373020334415879,0.6909079767552746
2020-03-27 15:00:00,736.2,108.9,495.0,0.228,708.1333319,45.40550002,0.42963994589478127,0.960425596224507
2020-03-27 16:00:00,678.7,98.0,385.7,0.228,536.9166687,35.66866654,0.3003905564470101,1.2040784100729072
2020-03-27 17:00:00,575.0,79.3,252.5,0.228,333.1333339,27.1785,0.15922779212589186,1.4299434128702808
2020-03-27 18:00:00,365.0,52.0,113.4,0.228,129.0499999,12.76710835,0.015446891682447936,1.6475956641526386
2020-03-28 06:00:00,2.3,6.6,6.4,0.228,0.216666675,-2.856844458,0.08206009692086419,-1.5539345061126348
2020-03-28 07:00:00,268.1,24.9,56.8,0.228,42.93333384,5.166824996,0.22579518543850294,-1.3341539211024465
2020-03-28 08:00:00,550.0,56.9,191.2,0.228,234.3666678,19.3848333,0.3634686960711475,-1.1018021159060392
2020-03-28 09:00:00,680.5,77.6,331.2,0.228,458.4999993,36.35591671,0.4851675953488491,-0.8475658209504218
2020-03-28 10:00:00,731.5,105.3,461.4,0.228,651.9166688,46.82808348,0.580734068246731,-0.5646479492021417
2020-03-28 11:00:00,444.3,238.8,492.0,0.228,702.9166664,48.72141679,0.6394794257338644,-0.2537078476553565
2020-03-28 12:00:00,196.3,332.7,458.3,0.228,597.8333327,48.73725004,0.6529940958645536,0.07336685416838051
2020-03-28 13:00:00,0.4,178.6,179.3,0.228,175.0500002,20.95466664,0.6191274329708767,0.39564674907379604
2020-03-28 14:00:00,0.9,249.4,250.7,0.228,241.2499989,29.66883328,0.5431755531468772,0.6951985772513174
2020-03-28 15:00:00,0.4,148.4,148.7,0.228,137.5333334,16.14586674,0.4350674341433528,0.9652155581088264
2020-03-28 16:00:00,0.2,70.1,70.3,0.228,63.34999992,5.977408334,0.30546655545551626,1.2090186622591155
2020-03-28 17:00:00,0.1,37.4,37.4,0.228,31.65000007,2.395200003,0.16407801726222224,1.4349127474778136
2020-03-28 18:00:00,8.1,37.3,38.1,0.228,35.38333339,3.605650006,0.020353934267247763,1.652487432837555
2020-03-29 07:00:00,129.3,36.0,55.9,0.228,43.48333356,3.933624991,0.08818518437027874,-1.556697945083979
2020-03-29 08:00:00,510.2,65.1,192.7,0.228,247.7166678,20.39274994,0.23217048555841124,-1.3368591814430375
2020-03-29 09:00:00,736.7,78.9,358.6,0.228,502.4333333,39.14058315,0.37000107512560376,-1.1042455786041603
2020-03-29 10:00:00,874.6,67.5,497.2,0.228,709.2000027,52.13308341,0.49187547563717365,-0.8494565937249732
2020-03-29 11:00:00,914.8,71.4,598.8,0.228,840.4999991,60.47524999,0.5876024231821961,-0.5656418164727142
2020-03-29 12:00:00,928.4,75.2,653.8,0.228,953.4833352,64.70441666,0.6463768707701043,-0.2532715153423579
2020-03-29 13:00:00,930.7,75.3,663.1,0.228,972.816666,65.12083338,0.6597155488803392,0.07536428750417956
2020-03-29 14:00:00,913.0,76.3,626.1,0.228,918.5833365,62.19175011,0.6254600690408189,0.39895317760326066
2020-03-29 15:00:00,866.0,77.2,539.1,0.228,779.0666645,55.18316676,0.5490321007469213,0.6994988730513549
2020-03-29 16:00:00,824.8,68.5,425.0,0.228,605.2000016,46.39066658,0.44046631976160966,0.9699667317958482
2020-03-29 17:00:00,746.8,54.9,286.1,0.228,389.0666664,33.31991661,0.31054255568575306,1.213915282959353
2020-03-29 18:00:00,551.4,40.0,136.2,0.228,162.5333338,18.33016656,0.16894830670363364,1.4398433061053568
2020-03-29 19:00:00,213.1,16.9,31.8,0.228,15.50000008,4.526441673,0.025323854258212885,1.657408289179786
2020-03-30 07:00:00,40.2,32.7,37.5,0.228,38.15000008,2.730966673,0.09429005619456612,-1.559451687355065
2020-03-30 08:00:00,374.5,118.6,208.0,0.228,232.8333332,22.42353336,0.2385137876844784,-1.339559595004296
2020-03-30 09:00:00,209.9,102.1,190.1,0.228,229.2666675,20.77840846,0.37649709495748357,-1.1067035816402804
2020-03-30 10:00:00,605.4,89.2,398.2,0.228,515.3666654,37.3391499,0.49855378551011353,-0.8513570652941769
2020-03-30 11:00:00,654.7,138.6,516.3,0.228,653.9833287,48.45985816,0.5944397505268838,-0.5665678113793349
2020-03-30 12:00:00,699.9,130.3,570.4,0.228,746.6666676,52.46679155,0.653255407083761,-0.25280609537204546
2020-03-30 13:00:00,900.9,93.0,666.4,0.228,908.9500092,60.87666671,0.6664127639852037,0.07736656761931071
2020-03-30 14:00:00,908.7,74.7,626.7,0.228,912.833329,63.05199976,0.631767010722579,0.40237596374329776
2020-03-30 15:00:00,884.9,70.5,546.2,0.228,785.7833336,57.12649962,0.5548493801841248,0.7038185664406993
2020-03-30 16:00:00,839.2,64.0,431.3,0.228,604.6833316,46.31350028,0.4458453271268838,0.9747469948855141
2020-03-30 17:00:00,753.4,54.4,291.3,0.228,387.7333343,32.99974987,0.3155788008062879,1.2188555299095727
2020-03-30 18:00:00,581.5,38.5,142.9,0.228,164.8333341,18.22058338,0.17377637331431378,1.4447932518502302
2020-03-30 19:00:00,238.4,17.0,34.5,0.228,15.71666676,3.848224979,0.03019501880771123,1.6622903625607082
2020-03-31 07:00:00,414.0,25.1,76.5,0.228,67.36666681,7.351133348,0.10043705695087095,-1.5622054285789537
2020-03-31 08:00:00,689.3,44.1,221.3,0.228,289.8333328,22.6210833,0.24485369566874898,-1.342264853599558
2020-03-31 09:00:00,808.8,54.4,368.9,0.228,510.7000023,39.76616653,0.38297468847578553,-1.1091615881670585
2020-03-31 10:00:00,869.2,61.7,498.7,0.228,699.000001,50.38275003,0.5052131863114043,-0.8532963198246897
2020-03-31 11:00:00,902.8,65.7,596.6,0.228,823.9666671,58.04850016,0.6012635027006497,-0.5675956183225419
2020-03-31 12:00:00,919.7,68.1,651.2,0.228,936.2999986,62.8286665,0.6601164911520951,-0.2523988507163608
2020-03-31 13:00:00,916.8,71.2,659.7,0.228,960.0000014,62.31241643,0.6730964046172778,0.07940278391641797
2020-03-31 14:00:00,904.2,70.0,623.9,0.228,903.0000011,58.44166667,0.6380555285342222,0.4058326843199813
2020-03-31 15:00:00,876.1,69.3,545.1,0.228,777.4666647,53.87024988,0.5606535686047408,0.7081382545940564
2020-03-31 16:00:00,805.1,69.7,425.8,0.228,593.6166664,43.29483333,0.4512015485206416,0.9794884715232124
2020-03-31 17:00:00,422.2,105.1,249.8,0.228,287.3999992,26.03308349,0.32059953117150297,1.2237860867917858
2020-03-31 18:00:00,2.2,59.8,60.3,0.228,53.66666696,5.713816663,0.17859488756346478,1.4497189567171231
2020-03-31 19:00:00,0.1,9.1,9.0,0.228,4.750000084,-1.111050001,0.035049603776513207,1.667162740637636
